"species","continent","country","adm1","adm2","locality","lat","lon","coordUncertaintyM","alt","institution","collection","catalogNumber","basisOfRecord","collector","earliestDateCollected","latestDateCollected","gbifNotes","downloadDate","maxElevationM","minElevationM","maxDepthM","minDepthM","ISO2","cloc"
"Fraxinus americana L.",NA,"United States","Connecticut","Fairfield County","Bethel",41.37416,-73.39555,"5000",NA,"UConn","CONN","CONN00057668","specimen","H.S. Clark","1901-05-24","1901-05-24","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Bethel, Connecticut, Fairfield County, United States"
"Fraxinus americana L.",NA,"United States","Rhode Island","Kent County","Summit",41.69111,-71.69944,"2",NA,"UConn","CONN","CONN00127682","specimen","J. Franklin Collins","1911-05-27","1911-05-27","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Summit, Rhode Island, Kent County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Tolland County","Storrs",41.80833,-72.24944,"5000",187,"UConn","CONN","CONN00127665","specimen","G.S. Torrey","1916-05-21","1916-05-21","Data from GBIF data index - original values.",2013-05-12,"187","187",NA,NA,"US","Storrs, Connecticut, Tolland County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","New Haven County","Tranquility Farm, Middlebury",41.53027,-73.13916,"20000",NA,"UConn","CONN","CONN00127657","specimen",NA,"1896-05-03","1896-05-03","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Tranquility Farm, Middlebury, Connecticut, New Haven County, United States"
"Fraxinus americana L.",NA,"United States","Rhode Island","Providence County","Primrose",41.95416,-71.55694,"2",NA,"UConn","CONN","CONN00074177","specimen","J. Franklin Collins","1911-06-03","1911-06-03","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Primrose, Rhode Island, Providence County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Tolland County","Eldredge Brook",41.85638,-72.25777,"3",NA,"UConn","CONN","CONN00073287","specimen","David W. Taylor","2008-07-03","2008-07-03","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Eldredge Brook, Connecticut, Tolland County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Tolland County","Storrs",41.80833,-72.24944,"5000",187,"UConn","CONN","CONN00127663","specimen","Mildred T. Travis","1939-09-27","1939-09-27","Data from GBIF data index - original values.",2013-05-12,"187","187",NA,NA,"US","Storrs, Connecticut, Tolland County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Fairfield County","Meekers Hill",41.31333,-73.33583,"5000",202,"UConn","CONN","CONN00127653","specimen","Steven D. Glenn","1994-08-15","1994-08-15","Data from GBIF data index - original values.",2013-05-12,"202","202",NA,NA,"US","Meekers Hill, Connecticut, Fairfield County, United States"
"Fraxinus americana L.",NA,"United States","Massachusetts","Berkshire County","Williamstown",42.71194,-73.20361,"20000",NA,"UConn","CONN","CONN00127703","specimen","A. H. Gustafson","1930-09-29","1930-09-29","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Williamstown, Massachusetts, Berkshire County, United States"
"Fraxinus americana L.",NA,"United States","Massachusetts","Hampshire County","Huntington",42.23611,-72.87638,"5000",NA,"UConn","CONN","CONN00127671","specimen","H.E. Ahles","1973-07-22","1973-07-22","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Huntington, Massachusetts, Hampshire County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Litchfield County","Barkhamsted",41.92916,-72.91388,"5000",328,"UConn","CONN","CONN00127647","specimen","Stephen LeClaire","1991-07-28","1991-07-28","Data from GBIF data index - original values.",2013-05-12,"328","328",NA,NA,"US","Barkhamsted, Connecticut, Litchfield County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","New Haven County","Tranquility Farm, Middlebury",41.53027,-73.13916,"20000",NA,"UConn","CONN","CONN00151706","specimen",NA,"1896-07-16","1896-07-16","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Tranquility Farm, Middlebury, Connecticut, New Haven County, United States"
"Fraxinus americana L.",NA,"United States","Rhode Island","Providence County","Lime Rock",41.92861,-71.45027,"5000",NA,"UConn","CONN","CONN00127675","specimen","G.S. Torrey","1913-04-14","1913-04-14","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Lime Rock, Rhode Island, Providence County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","New London County","Wyassup Lake",41.48888,-71.81277,"1",NA,"UConn","CONN","CONN00127634","specimen","Leslie J. Mehrhoff","1992-09-04","1992-09-04","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Wyassup Lake, Connecticut, New London County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Tolland County","Nipmuck State Forest, Union",42.01416,-72.17416,"20000",NA,"UConn","CONN","CONN00153147","specimen","Leslie J. Mehrhoff","1998-08-21","1998-08-21","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Nipmuck State Forest, Union, Connecticut, Tolland County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Tolland County","Storrs",41.80833,-72.24944,"5000",187,"UConn","CONN","CONN00127658","specimen","G.S. Torrey","1916-05-21","1916-05-21","Data from GBIF data index - original values.",2013-05-12,"187","187",NA,NA,"US","Storrs, Connecticut, Tolland County, United States"
"Fraxinus americana L.",NA,"United States","Massachusetts","Middlesex County","Woburn",42.47916,-71.15222,"5000",NA,"UConn","CONN","CONN00127699","specimen","G.S. Torrey","1913-05-11","1913-05-11","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Woburn, Massachusetts, Middlesex County, United States"
"Fraxinus americana L.",NA,"United States","Indiana","Wayne County","Richmond",39.82888,-84.89027,"5000",NA,"UConn","CONN","CONN00127684","specimen","Edward Watt","1970-09-25","1970-09-25","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Richmond, Indiana, Wayne County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Fairfield County","Bridgeport",41.18638,-73.19611,NA,NA,"UConn","CONN","CONN00051061","specimen","E.H. Eames","1892-09-20","1892-09-20","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Bridgeport, Connecticut, Fairfield County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Tolland County","Kollar Wildlife Management Area",41.90277,-72.30222,"5000",NA,"UConn","CONN","CONN00127632","specimen","Leslie J. Mehrhoff","1992-07-11","1992-07-11","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Kollar Wildlife Management Area, Connecticut, Tolland County, United States"
"Fraxinus americana L.",NA,"United States","New Jersey","Burlington County","Bear Swamp Hill, Washington Township",39.75194,-74.46555,"20000",NA,"UConn","CONN","CONN00127638","specimen","Leslie J. Mehrhoff","1987-06-22","1987-06-22","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Bear Swamp Hill, Washington Township, New Jersey, Burlington County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Fairfield County","Bridgeport",41.16694,-73.20472,"5000",3,"UConn","CONN","CONN00151704","specimen","E.H. Eames",NA,NA,"Data from GBIF data index - original values.",2013-05-12,"3","3",NA,NA,"US","Bridgeport, Connecticut, Fairfield County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Hartford County","Canton",41.86166,-72.90944,"20000",NA,"UConn","CONN","CONN00127648","specimen","Martha A. Porter","1990-07-07","1990-07-07","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Canton, Connecticut, Hartford County, United States"
"Fraxinus americana L.",NA,"United States","Massachusetts","Worcester County","Sterling",42.4375,-71.76055,"5000",153,"UConn","CONN","CONN00127694","specimen","Hodge, Walter Hendricks;","1933-07-22","1933-07-22","Data from GBIF data index - original values.",2013-05-12,"153","153",NA,NA,"US","Sterling, Massachusetts, Worcester County, United States"
"Fraxinus americana L.",NA,"United States","Massachusetts","Worcester County","Sutton",42.15,-71.76277,"5000",295,"UConn","CONN","CONN00127692","specimen","Burton N. Gates","1939-05-19","1939-05-19","Data from GBIF data index - original values.",2013-05-12,"295","295",NA,NA,"US","Sutton, Massachusetts, Worcester County, United States"
"Fraxinus americana L.",NA,"United States","Indiana","Monroe County","Indiana University Campus",39.16611,-86.52638,"5000",NA,"UConn","CONN","CONN00127668","specimen","R. Bruce Ledin","1949-07-27","1949-07-27","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Indiana University Campus, Indiana, Monroe County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Tolland County","Nipmuck State Forest, Union",41.98083,-72.19472,NA,NA,"UConn","CONN","CONN00051555","specimen","Christopher T. Martine","2003-07-07","2003-07-07","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Nipmuck State Forest, Union, Connecticut, Tolland County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Tolland County","New Storrs Cemetery",41.81166,-72.25555,NA,NA,"UConn","CONN","CONN00080363","specimen","Mack, Jason T.","2009-07-06","2009-07-06","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","New Storrs Cemetery, Connecticut, Tolland County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Hartford County","Northwest Park",41.905,-72.70194,"5000",NA,"UConn","CONN","CONN00073468","specimen","Tad M. Zebryk","1998-09-30","1998-09-30","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Northwest Park, Connecticut, Hartford County, United States"
"Fraxinus americana L.",NA,"United States","Kentucky","Jefferson County","Eastwood",38.23305,-85.45583,"20000",NA,"UConn","CONN","CONN00070269","specimen","Jody Foley","1998-12-29","1998-12-29","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Eastwood, Kentucky, Jefferson County, United States"
"Fraxinus americana L.",NA,"United States","Rhode Island","Providence County","Foster",41.85361,-71.75805,"5000",216,"UConn","CONN","CONN00127681","specimen","G.S. Torrey","1911-09-05","1911-09-05","Data from GBIF data index - original values.",2013-05-12,"216","216",NA,NA,"US","Foster, Rhode Island, Providence County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Tolland County","Willington",41.88527,-72.26138,"5000",231,"UConn","CONN","CONN00127635","specimen","Daniel F. Donahue","1991-07-19","1991-07-19","Data from GBIF data index - original values.",2013-05-12,"231","231",NA,NA,"US","Willington, Connecticut, Tolland County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Tolland County","Storrs",41.80833,-72.25,"5000",NA,"UConn","CONN","CONN00047562","specimen","Debra M. Klepeis","1998-08-26","1998-08-26","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Storrs, Connecticut, Tolland County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Tolland County","Willington",41.88527,-72.26138,"20000",231,"UConn","CONN","CONN00127630","specimen","Leslie J. Mehrhoff","1998-08-22","1998-08-22","Data from GBIF data index - original values.",2013-05-12,"231","231",NA,NA,"US","Willington, Connecticut, Tolland County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Tolland County","Fenton River",41.81472,-72.22527,"5000",NA,"UConn","CONN","CONN00128492","specimen","Nicholas P. Tippery","2011-06-09","2011-06-09","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Fenton River, Connecticut, Tolland County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Hartford County","Northwest Park",41.905,-72.70194,"5000",NA,"UConn","CONN","CONN00074228","specimen","Tad M. Zebryk","1998-06-02","1998-06-02","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Northwest Park, Connecticut, Hartford County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Hartford County","Suffield",41.98166,-72.65055,"5000",56,"UConn","CONN","CONN00127661","specimen","Jesse F. Smith","1935-06-19","1935-06-19","Data from GBIF data index - original values.",2013-05-12,"56","56",NA,NA,"US","Suffield, Connecticut, Hartford County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Tolland County","Spring Manor Farm",41.81111,-72.31194,"5000",NA,"UConn","CONN","CONN00139157","specimen","Leslie J. Mehrhoff","1998-10-03","1998-10-03","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Spring Manor Farm, Connecticut, Tolland County, United States"
"Fraxinus americana L.",NA,"United States","Massachusetts","Worcester County","Worcester County",42.33333,-71.83277,NA,NA,"UConn","CONN","CONN00127690","specimen","Burton N. Gates & Winifred C. Gates","1946-08-03","1946-08-03","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Worcester County, Massachusetts, Worcester County, United States"
"Fraxinus americana L.",NA,"United States","New York","Orange County","Cornwall",41.42055,-74.05916,"20000",NA,"UConn","CONN","CONN00074455","specimen","Kerry Barringer","1997-06-06","1997-06-06","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Cornwall, New York, Orange County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Hartford County","Northwest Park",41.905,-72.70194,"5000",NA,"UConn","CONN","CONN00061218","specimen","Tad M. Zebryk","1998-06-02","1998-06-02","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Northwest Park, Connecticut, Hartford County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Middlesex County","Durham",41.48166,-72.68111,"5000",NA,"UConn","CONN","CONN00077473","specimen","Debra M. Klepeis","1999-04-19","1999-04-19","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Durham, Connecticut, Middlesex County, United States"
"Fraxinus americana L.",NA,"United States","New Jersey","Morris County","Troy Meadows",40.84583,-74.37666,"5000",NA,"UConn","CONN","CONN00049611","specimen","R.A. Jervis","1961-07-11","1961-07-11","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Troy Meadows, New Jersey, Morris County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Fairfield County","Bridgeport",41.18638,-73.19611,NA,NA,"UConn","CONN","CONN00051060","specimen","E.H. Eames","1893-05-19","1893-05-19","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Bridgeport, Connecticut, Fairfield County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","New Haven County","Platt Park",41.47611,-73.23694,"3",NA,"UConn","CONN","CONN00127629","specimen","McCauley, Kathleen M.","1995-05-24","1995-05-24","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Platt Park, Connecticut, New Haven County, United States"
"Fraxinus americana L.",NA,"United States","New York","Cortland County","Virgil",42.51055,-76.19444,"20000",NA,"UConn","CONN","CONN00127700","specimen","Thomas Mione",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Virgil, New York, Cortland County, United States"
